UEN,ONLINE_PRESENCE_IND,CORPORATE_URL_IND,ECOM_REV,ECOM_REV_IND,TRUE_IE
200008493N,1.0,1.0,0.0,0.0,B
200009228G,1.0,1.0,0.0,0.0,B
200009293C,1.0,1.0,1000000.0,1.0,C
200009481R,1.0,1.0,0.0,0.0,B
200010196K,1.0,1.0,10000.0,1.0,C
200010398C,1.0,1.0,0.0,0.0,B
200010460K,1.0,1.0,89000.0,1.0,C
200010500H,1.0,1.0,0.0,0.0,B
200100254W,1.0,1.0,22434.0,1.0,C
200100317N,1.0,1.0,0.0,0.0,B
200100390Z,1.0,1.0,0.0,0.0,B
200100395N,1.0,1.0,0.0,0.0,B
200100474M,1.0,1.0,0.0,0.0,B
200100542G,1.0,0.0,650000.0,1.0,C
200100683D,1.0,1.0,0.0,0.0,B
200100934N,1.0,1.0,0.0,0.0,B
200100973N,1.0,1.0,0.0,0.0,B
200101440G,1.0,1.0,0.0,0.0,B
200101606K,1.0,1.0,0.0,0.0,B
200101935C,1.0,1.0,2000.0,1.0,C
200102171H,1.0,1.0,0.0,0.0,B
200102292Z,1.0,1.0,0.0,0.0,B
200102490G,1.0,1.0,0.0,0.0,B
200102574Z,1.0,1.0,0.0,0.0,B
200102787N,1.0,1.0,0.0,0.0,B
200102907C,1.0,1.0,0.0,0.0,B
200104540K,1.0,1.0,0.0,0.0,B
200105053Z,1.0,1.0,0.0,0.0,B
200105494Z,1.0,1.0,0.0,0.0,B
200105710W,1.0,1.0,0.0,0.0,B
200105816W,1.0,1.0,0.0,0.0,B
200105913Z,1.0,1.0,0.0,0.0,B
200106194M,1.0,1.0,0.0,0.0,B
200106276D,1.0,1.0,10000.0,1.0,C
200106467K,1.0,1.0,10642.0,1.0,C
200106822D,1.0,1.0,1500.0,1.0,C
200107362W,1.0,1.0,0.0,0.0,B
200107549W,1.0,1.0,0.0,0.0,B
200107832M,1.0,0.0,0.0,0.0,B
200107882R,1.0,1.0,10000.0,1.0,C
200200350M,1.0,1.0,0.0,0.0,B
200200988E,1.0,1.0,0.0,0.0,B
200201132R,1.0,1.0,2000.0,1.0,C
200201620N,1.0,0.0,100000.0,1.0,C
200201798E,1.0,1.0,11889.0,1.0,C
200202075C,1.0,0.0,160000.0,1.0,C
200202548H,1.0,1.0,1800000.0,1.0,C
200202769N,1.0,1.0,0.0,0.0,B
200202889N,1.0,1.0,2791694.0,1.0,C
200203420W,1.0,1.0,0.0,0.0,B
200203920K,1.0,1.0,0.0,0.0,B
200203968H,1.0,1.0,0.0,0.0,B
200203984K,1.0,1.0,0.0,0.0,B
200204011N,1.0,1.0,0.0,0.0,B
200204075N,1.0,1.0,0.0,0.0,B
200204214R,1.0,1.0,0.0,0.0,B
200204810Z,1.0,1.0,0.0,0.0,B
200204909Z,1.0,1.0,0.0,0.0,B
200205026W,1.0,1.0,35000000.0,1.0,C
200206044W,1.0,1.0,0.0,0.0,B
200206385D,1.0,1.0,20000.0,1.0,C
200206434D,1.0,0.0,0.0,0.0,B
200206593D,1.0,1.0,0.0,0.0,B
200207414N,1.0,1.0,120.0,1.0,C
200207586Z,1.0,1.0,0.0,0.0,B
200207590G,1.0,1.0,1000.0,1.0,C
200207735N,1.0,1.0,0.0,0.0,B
200207969E,1.0,1.0,0.0,0.0,B
200207994H,1.0,1.0,10000.0,1.0,C
200208205Z,1.0,1.0,8150.0,1.0,C
200208754E,1.0,1.0,240000.0,1.0,C
200208843R,1.0,1.0,30000.0,1.0,C
200208890G,1.0,1.0,0.0,0.0,B
200208952M,1.0,1.0,65550.0,1.0,C
200209292W,1.0,1.0,1000.0,1.0,C
200209295K,1.0,1.0,0.0,0.0,B
200210406G,1.0,1.0,0.0,0.0,B
200210475E,1.0,1.0,0.0,0.0,B
200300061R,1.0,1.0,0.0,0.0,B
200300140N,1.0,0.0,18800.0,1.0,C
200300407D,1.0,1.0,0.0,0.0,B
200300816D,1.0,1.0,800000.0,1.0,C
200301505M,1.0,1.0,25.0,1.0,C
200301512M,1.0,1.0,12000.0,1.0,C
200301560N,1.0,0.0,0.0,0.0,B
200301594R,1.0,1.0,0.0,0.0,B
200301993D,1.0,1.0,5000.0,1.0,C
200302655G,1.0,1.0,0.0,0.0,B
200303076M,1.0,1.0,0.0,0.0,B
200303895D,1.0,1.0,0.0,0.0,B
200304100H,1.0,1.0,0.0,0.0,B
200304879W,1.0,1.0,300.0,1.0,C
200305530C,1.0,1.0,0.0,0.0,B
200306695D,1.0,1.0,0.0,0.0,B
200306724W,1.0,1.0,0.0,0.0,B
200306971W,1.0,1.0,1.0,1.0,C
200307044W,1.0,1.0,55000.0,1.0,C
200307467N,1.0,1.0,0.0,0.0,B
200307677R,1.0,1.0,0.0,0.0,B
200308503E,1.0,1.0,0.0,0.0,B
200308867H,1.0,1.0,50000.0,1.0,C
200309232E,1.0,1.0,0.0,0.0,B
200309367M,1.0,1.0,0.0,0.0,B
200309506N,1.0,1.0,7873414.0,1.0,C
200309720D,1.0,1.0,8000.0,1.0,C
200310022N,1.0,1.0,2192400.0,1.0,C
200310706N,1.0,0.0,51453730.0,1.0,C
200311146N,1.0,1.0,0.0,0.0,B
200311661W,1.0,1.0,76848.0,1.0,C
200311753C,1.0,1.0,200000.0,1.0,C
200312002C,1.0,1.0,0.0,0.0,B
200312013E,1.0,1.0,0.0,0.0,B
200312286R,1.0,1.0,0.0,0.0,B
200312402Z,1.0,1.0,250000.0,1.0,C
200312491D,1.0,1.0,2700000.0,1.0,C
200312963Z,1.0,1.0,920010.0,1.0,C
200313167D,1.0,1.0,0.0,0.0,B
200313280G,1.0,1.0,5000.0,1.0,C
200400062K,1.0,1.0,52000.0,1.0,C
200400940N,1.0,1.0,0.0,0.0,B
200401160Z,1.0,1.0,0.0,0.0,B
200401500C,1.0,1.0,0.0,0.0,B
200401812Z,1.0,1.0,0.0,0.0,B
200403002D,1.0,1.0,0.0,0.0,B
200403163E,1.0,1.0,0.0,0.0,B
200403199H,1.0,1.0,0.0,0.0,B
200403497K,1.0,1.0,0.0,0.0,B
200403975R,1.0,1.0,0.0,0.0,B
200404541M,1.0,1.0,0.0,0.0,B
200404708G,1.0,1.0,0.0,0.0,B
200404897E,1.0,1.0,0.0,0.0,B
200405971E,1.0,1.0,0.0,0.0,B
200406202C,1.0,1.0,0.0,0.0,B
200406522K,1.0,1.0,0.0,0.0,B
200406814D,1.0,1.0,10000.0,1.0,C
200406861N,1.0,1.0,28627.0,1.0,C
200406921W,1.0,1.0,0.0,0.0,B
200407521R,1.0,1.0,1000.0,1.0,C
200407539R,1.0,1.0,0.0,0.0,B
200408251G,1.0,1.0,984.0,1.0,C
200408968W,1.0,1.0,3728498.0,1.0,C
200409261R,1.0,0.0,480000.0,1.0,C
200409622N,1.0,1.0,507000.0,1.0,C
200409726M,1.0,1.0,0.0,0.0,B
200409897G,1.0,1.0,0.0,0.0,B
200409964K,1.0,1.0,0.0,0.0,B
200410424W,1.0,1.0,0.0,0.0,B
200410636C,1.0,1.0,0.0,0.0,B
200410721H,1.0,1.0,62000.0,1.0,C
200410980D,1.0,1.0,0.0,0.0,B
200411002H,1.0,1.0,21140.0,1.0,C
200411167N,1.0,1.0,0.0,0.0,B
200411192W,1.0,1.0,0.0,0.0,B
200411275Z,1.0,1.0,0.0,0.0,B
200411359M,1.0,1.0,500000.0,1.0,C
200411400E,1.0,0.0,3300000.0,1.0,C
200413100N,1.0,1.0,0.0,0.0,B
200413126E,1.0,1.0,21850403.0,1.0,C
200413487R,1.0,1.0,23843.0,1.0,C
200413856E,1.0,1.0,0.0,0.0,B
200413955H,1.0,1.0,46000.0,1.0,C
200414826D,1.0,0.0,10000.0,1.0,C
200415469E,1.0,1.0,0.0,0.0,B
200415517N,1.0,1.0,996800.0,1.0,C
200415668D,1.0,1.0,85000.0,1.0,C
200416235K,1.0,1.0,2936800.0,1.0,C
200416307H,1.0,1.0,0.0,0.0,B
200500025R,1.0,1.0,0.0,0.0,B
200500193W,1.0,1.0,0.0,0.0,B
200500743C,1.0,1.0,0.0,0.0,B
200500908N,1.0,1.0,0.0,0.0,B
200501334W,1.0,1.0,0.0,0.0,B
200501952H,1.0,1.0,500.0,1.0,C
200502076D,1.0,1.0,30000.0,1.0,C
200502211C,1.0,1.0,156000.0,1.0,C
200502269M,1.0,1.0,0.0,0.0,B
200502526M,1.0,0.0,553866.0,1.0,C
200502617E,1.0,1.0,0.0,0.0,B
200502660M,1.0,1.0,20000.0,1.0,C
200502661D,1.0,1.0,1000.0,1.0,C
200504426K,1.0,1.0,0.0,0.0,B
200504480C,1.0,1.0,0.0,0.0,B
200505003K,1.0,1.0,506000.0,1.0,C
200505581D,1.0,1.0,0.0,0.0,B
200506293K,1.0,1.0,0.0,0.0,B
200506343C,1.0,1.0,0.0,0.0,B
200506719G,1.0,1.0,0.0,0.0,B
200507097C,1.0,1.0,0.0,0.0,B
200507451D,1.0,1.0,0.0,0.0,B
200507512W,1.0,1.0,0.0,0.0,B
200507757M,1.0,1.0,78000.0,1.0,C
200508190R,1.0,1.0,0.0,0.0,B
200508486M,1.0,1.0,0.0,0.0,B
200508495N,1.0,1.0,0.0,0.0,B
200508522G,1.0,1.0,0.0,0.0,B
200508535M,1.0,1.0,0.0,0.0,B
200509198Z,1.0,1.0,0.0,0.0,B
200510133Z,1.0,1.0,0.0,0.0,B
200510324G,1.0,1.0,85000.0,1.0,C
200510441N,1.0,1.0,0.0,0.0,B
200510866M,1.0,1.0,32350.0,1.0,C
200511044E,1.0,1.0,0.0,0.0,B
200511778H,1.0,1.0,5000.0,1.0,C
200511952G,1.0,1.0,0.0,0.0,B
200512137R,1.0,1.0,0.0,0.0,B
200512150E,1.0,1.0,0.0,0.0,B
200512462D,1.0,1.0,0.0,0.0,B
200513017M,1.0,1.0,3000000.0,1.0,C
200513795N,1.0,1.0,0.0,0.0,B
200514775E,1.0,1.0,0.0,0.0,B
200514992G,1.0,1.0,10000.0,1.0,C
200515854Z,1.0,1.0,1000000.0,1.0,C
200517556K,1.0,1.0,0.0,0.0,B
200600021R,1.0,1.0,0.0,0.0,B
200600642Z,1.0,1.0,500.0,1.0,C
200600963Z,1.0,1.0,0.0,0.0,B
200601560E,1.0,1.0,0.0,0.0,B
200601647K,1.0,1.0,1000.0,1.0,C
200601718W,1.0,1.0,117460.0,1.0,C
200602059N,1.0,0.0,0.0,0.0,B
200602516D,1.0,0.0,318481.0,1.0,C
200603008R,1.0,1.0,0.0,0.0,B
200603081C,1.0,1.0,0.0,0.0,B
200603243C,1.0,1.0,0.0,0.0,B
200603617E,1.0,1.0,0.0,0.0,B
200604088N,1.0,1.0,0.0,0.0,B
200604835N,1.0,1.0,0.0,0.0,B
200604993D,1.0,1.0,0.0,0.0,B
200605274D,1.0,1.0,0.0,0.0,B
200605297C,1.0,1.0,0.0,0.0,B
200605309D,1.0,0.0,240500.0,1.0,C
200605635C,1.0,1.0,500.0,1.0,C
200605892N,1.0,1.0,0.0,0.0,B
200607061C,1.0,1.0,0.0,0.0,B
200607414H,1.0,1.0,990139.0,1.0,C
200608128W,1.0,1.0,0.0,0.0,B
200608250D,1.0,1.0,0.0,0.0,B
200608429M,1.0,1.0,50000.0,1.0,C
200608819W,1.0,0.0,10000.0,1.0,C
200609604W,1.0,1.0,3790.0,1.0,C
200609650W,1.0,1.0,0.0,0.0,B
200609670D,1.0,1.0,0.0,0.0,B
200610432R,1.0,1.0,1000.0,1.0,C
200610940Z,1.0,1.0,4000000.0,1.0,C
200612793Z,1.0,1.0,5047.0,1.0,C
200612905R,1.0,1.0,0.0,0.0,B
200613075K,1.0,1.0,0.0,0.0,B
200613149K,1.0,1.0,0.0,0.0,B
200613588H,1.0,1.0,0.0,0.0,B
200613685K,1.0,1.0,0.0,0.0,B
200615694E,1.0,1.0,0.0,0.0,B
200615858G,1.0,1.0,0.0,0.0,B
200615912E,1.0,1.0,0.0,0.0,B
200616738D,1.0,1.0,0.0,0.0,B
200617330N,1.0,0.0,500.0,1.0,C
200617543H,1.0,1.0,0.0,0.0,B
200617608G,1.0,1.0,0.0,0.0,B
200618667H,1.0,1.0,0.0,0.0,B
200619262M,1.0,1.0,16500.0,1.0,C
200619304M,1.0,1.0,0.0,0.0,B
200700015K,1.0,1.0,0.0,0.0,B
200701000Z,1.0,1.0,12829.0,1.0,C
200701096Z,1.0,1.0,0.0,0.0,B
200701352H,1.0,1.0,0.0,0.0,B
200701585H,1.0,1.0,0.0,0.0,B
200701672W,1.0,1.0,0.0,0.0,B
200701874H,1.0,1.0,0.0,0.0,B
200703692R,1.0,1.0,1139145.0,1.0,C
200703697K,1.0,1.0,66.0,1.0,C
200703844D,1.0,1.0,0.0,0.0,B
200704371M,1.0,1.0,0.0,0.0,B
200704641W,1.0,1.0,0.0,0.0,B
200705955N,1.0,1.0,0.0,0.0,B
200706061H,1.0,1.0,0.0,0.0,B
200706583H,1.0,1.0,0.0,0.0,B
200706659K,1.0,1.0,0.0,0.0,B
200706861E,1.0,1.0,0.0,0.0,B
200707022E,1.0,1.0,328000.0,1.0,C
200707768D,1.0,1.0,0.0,0.0,B
200708312M,1.0,1.0,0.0,0.0,B
200708401D,1.0,1.0,0.0,0.0,B
200708896K,1.0,1.0,1220540.0,1.0,C
200709743R,1.0,1.0,0.0,0.0,B
200710274D,1.0,1.0,0.0,0.0,B
200710503G,1.0,1.0,5000.0,1.0,C
200710552Z,1.0,1.0,0.0,0.0,B
200711648D,1.0,1.0,0.0,0.0,B
200711903C,1.0,1.0,0.0,0.0,B
200712143M,1.0,1.0,0.0,0.0,B
200712184N,1.0,1.0,0.0,0.0,B
200712213H,1.0,1.0,22000.0,1.0,C
200712278Z,1.0,1.0,572689.0,1.0,C
200712702W,1.0,1.0,100000.0,1.0,C
200712831Z,1.0,0.0,671896.0,1.0,C
200712995N,1.0,1.0,0.0,0.0,B
200713840W,1.0,1.0,0.0,0.0,B
200716305W,1.0,1.0,40000.0,1.0,C
200716535E,1.0,1.0,0.0,0.0,B
200716798D,1.0,1.0,12252.0,1.0,C
200717071R,1.0,1.0,0.0,0.0,B
200717347G,1.0,0.0,0.0,0.0,B
200717938M,1.0,1.0,100000.0,1.0,C
200718628M,1.0,1.0,0.0,0.0,B
200719042C,1.0,1.0,30000.0,1.0,C
200719492D,1.0,1.0,7633560.0,1.0,C
200720983E,1.0,1.0,0.0,0.0,B
200721495D,1.0,1.0,0.0,0.0,B
200721630C,1.0,1.0,0.0,0.0,B
200721716R,1.0,1.0,0.0,0.0,B
200722416H,1.0,1.0,0.0,0.0,B
200722921Z,1.0,1.0,0.0,0.0,B
200722991H,1.0,1.0,88540.0,1.0,C
200723020N,1.0,1.0,0.0,0.0,B
200723351G,1.0,1.0,0.0,0.0,B
200723733C,1.0,1.0,2192.0,1.0,C
200723806K,1.0,1.0,2699768.0,1.0,C
200800092D,1.0,1.0,0.0,0.0,B
200800276K,1.0,1.0,0.0,0.0,B
200800545E,1.0,1.0,1000.0,1.0,C
200800590N,1.0,1.0,0.0,0.0,B
200800964W,1.0,1.0,0.0,0.0,B
200801414W,1.0,1.0,0.0,0.0,B
200801778C,1.0,1.0,0.0,0.0,B
200801779M,1.0,1.0,0.0,0.0,B
200802000Z,1.0,1.0,0.0,0.0,B
200802229M,1.0,1.0,2000.0,1.0,C
200803469H,1.0,1.0,0.0,0.0,B
200803661K,1.0,1.0,0.0,0.0,B
200803726H,1.0,1.0,0.0,0.0,B
200803898N,1.0,1.0,0.0,0.0,B
200804110Z,1.0,1.0,0.0,0.0,B
200804658K,1.0,1.0,68000.0,1.0,C
200806430C,1.0,1.0,15000.0,1.0,C
200806533H,1.0,1.0,0.0,0.0,B
200806985M,1.0,1.0,0.0,0.0,B
200807263Z,1.0,1.0,20000.0,1.0,C
200807483N,1.0,1.0,286.0,1.0,C
200807687G,1.0,1.0,0.0,0.0,B
200808463E,1.0,0.0,600000.0,1.0,C
200808770H,1.0,1.0,12000.0,1.0,C
200808842G,1.0,1.0,1400000.0,1.0,C
200809922M,1.0,1.0,135000.0,1.0,C
200810149H,1.0,1.0,12904.0,1.0,C
200810401N,1.0,1.0,0.0,0.0,B
200810692H,1.0,1.0,0.0,0.0,B
200811243N,1.0,1.0,0.0,0.0,B
200811501E,1.0,1.0,0.0,0.0,B
200811531D,1.0,1.0,0.0,0.0,B
200811908Z,1.0,0.0,22732.0,1.0,C
200812226W,1.0,0.0,2000.0,1.0,C
200812807K,1.0,1.0,0.0,0.0,B
200813244W,1.0,1.0,0.0,0.0,B
200814250D,1.0,1.0,945118.0,1.0,C
200814634Z,1.0,1.0,0.0,0.0,B
200814755K,1.0,1.0,63114.0,1.0,C
200815115H,1.0,1.0,1354.0,1.0,C
200815216N,1.0,1.0,0.0,0.0,B
200815448D,1.0,1.0,160.0,1.0,C
200815573C,1.0,1.0,0.0,0.0,B
200815778E,1.0,1.0,0.0,0.0,B
200816449K,1.0,1.0,455831.0,1.0,C
200816950W,1.0,1.0,0.0,0.0,B
200817123M,1.0,1.0,12682.0,1.0,C
200817380E,1.0,0.0,6000.0,1.0,C
200817390W,1.0,1.0,0.0,0.0,B
200817921G,1.0,1.0,0.0,0.0,B
200817995Z,1.0,1.0,250670.0,1.0,C
200819216Z,1.0,1.0,0.0,0.0,B
200819941E,1.0,1.0,0.0,0.0,B
200820401M,1.0,1.0,0.0,0.0,B
200820962M,1.0,1.0,10000.0,1.0,C
200821158E,1.0,1.0,2000.0,1.0,C
200821208R,1.0,1.0,805085.0,1.0,C
200821394C,1.0,1.0,0.0,0.0,B
200821927M,1.0,1.0,142167.0,1.0,C
200822303M,1.0,1.0,0.0,0.0,B
200822945M,1.0,1.0,5000.0,1.0,C
200823206G,1.0,1.0,10000.0,1.0,C
200900509C,1.0,0.0,75000.0,1.0,C
200901133M,1.0,1.0,0.0,0.0,B
200901142N,1.0,1.0,0.0,0.0,B
200901437Z,1.0,1.0,0.0,0.0,B
200901598C,1.0,1.0,0.0,0.0,B
200902698M,1.0,1.0,0.0,0.0,B
200902816W,1.0,0.0,625110.0,1.0,C
200903063H,1.0,1.0,190000.0,1.0,C
200904283Z,1.0,1.0,0.0,0.0,B
200904435G,1.0,1.0,123800.0,1.0,C
200904518H,1.0,1.0,0.0,0.0,B
200904777D,1.0,1.0,1322780.0,1.0,C
200905004R,1.0,1.0,0.0,0.0,B
200905389R,1.0,1.0,10000.0,1.0,C
200905743W,1.0,1.0,20397.0,1.0,C
200906386Z,1.0,1.0,500.0,1.0,C
200906841G,1.0,1.0,0.0,0.0,B
200908600H,1.0,0.0,0.0,0.0,B
200909061E,1.0,1.0,120000.0,1.0,C
200909244C,1.0,1.0,0.0,0.0,B
200909633R,1.0,1.0,21000.0,1.0,C
200909837H,1.0,1.0,0.0,0.0,B
200910074C,1.0,1.0,0.0,0.0,B
200911748E,1.0,1.0,544000.0,1.0,C
200911749R,1.0,1.0,220000.0,1.0,C
200911754N,1.0,1.0,662000.0,1.0,C
200912010N,1.0,1.0,3519107.0,1.0,C
200913474H,1.0,1.0,0.0,0.0,B
200914926R,1.0,0.0,295279.0,1.0,C
200915268D,1.0,1.0,6770.0,1.0,C
200915417W,1.0,1.0,180000.0,1.0,C
200915437D,1.0,1.0,3000.0,1.0,C
200915808N,1.0,1.0,0.0,0.0,B
200915963K,1.0,1.0,393752.0,1.0,C
200916170K,1.0,1.0,188586.0,1.0,C
200916292M,1.0,1.0,0.0,0.0,B
200916374D,1.0,1.0,1.0,1.0,C
200916410W,1.0,1.0,0.0,0.0,B
200916502C,1.0,1.0,0.0,0.0,B
200916504D,1.0,1.0,100000.0,1.0,C
200917249C,1.0,1.0,0.0,0.0,B
200917468E,1.0,0.0,0.0,0.0,B
200920028Z,1.0,1.0,0.0,0.0,B
200920125C,1.0,1.0,0.0,0.0,B
200920689N,1.0,1.0,0.0,0.0,B
200921188G,1.0,1.0,10783.0,1.0,C
200921349R,1.0,1.0,0.0,0.0,B
200921630H,1.0,1.0,0.0,0.0,B
200921633C,1.0,1.0,200000.0,1.0,C
200922191Z,1.0,1.0,0.0,0.0,B
200922655E,1.0,1.0,0.0,0.0,B
200923943K,1.0,1.0,0.0,0.0,B
200924064M,1.0,1.0,0.0,0.0,B
200924211E,1.0,1.0,0.0,0.0,B
201000015K,1.0,1.0,0.0,0.0,B
201000275R,1.0,1.0,0.0,0.0,B
201001004D,1.0,1.0,0.0,0.0,B
201001399R,1.0,1.0,0.0,0.0,B
201001936N,1.0,1.0,48000.0,1.0,C
201002080W,1.0,1.0,100000.0,1.0,C
201002108W,1.0,1.0,0.0,0.0,B
201002137E,1.0,1.0,0.0,0.0,B
201002949R,1.0,1.0,0.0,0.0,B
201003205R,1.0,1.0,0.0,0.0,B
201003358G,1.0,1.0,0.0,0.0,B
201003603M,1.0,1.0,0.0,0.0,B
201003712H,1.0,1.0,0.0,0.0,B
201003919N,1.0,1.0,229534.0,1.0,C
201004031W,1.0,1.0,0.0,0.0,B
201004384W,1.0,1.0,0.0,0.0,B
201004553W,1.0,1.0,0.0,0.0,B
201005559Z,1.0,1.0,0.0,0.0,B
201005594R,1.0,1.0,12000.0,1.0,C
201006126G,1.0,1.0,0.0,0.0,B
201006538Z,1.0,1.0,0.0,0.0,B
201006965D,1.0,1.0,2000.0,1.0,C
201006984W,1.0,1.0,0.0,0.0,B
201007385W,1.0,0.0,0.0,0.0,B
201007971H,1.0,1.0,409000.0,1.0,C
201008220H,1.0,1.0,481870.0,1.0,C
201008781H,1.0,1.0,0.0,0.0,B
201008943H,1.0,1.0,0.0,0.0,B
201009181W,1.0,1.0,0.0,0.0,B
201009182H,1.0,1.0,0.0,0.0,B
201009444D,1.0,1.0,0.0,0.0,B
201010283E,1.0,1.0,0.0,0.0,B
201012660W,1.0,1.0,0.0,0.0,B
201012820R,1.0,1.0,234782.0,1.0,C
201013506H,1.0,1.0,0.0,0.0,B
201013702N,1.0,1.0,0.0,0.0,B
201014104E,1.0,1.0,0.0,0.0,B
201014661C,1.0,1.0,0.0,0.0,B
201014782M,1.0,1.0,0.0,0.0,B
201015096D,1.0,1.0,300000.0,1.0,C
201015363R,1.0,1.0,0.0,0.0,B
201015365W,1.0,1.0,0.0,0.0,B
201015569K,1.0,0.0,495468.0,1.0,C
201015809W,1.0,1.0,13452.0,1.0,C
201017271E,1.0,1.0,3000.0,1.0,C
201017672N,1.0,1.0,0.0,0.0,B
201017676W,1.0,1.0,0.0,0.0,B
201017692Z,1.0,1.0,0.0,0.0,B
201017799K,1.0,1.0,0.0,0.0,B
201018034N,1.0,1.0,0.0,0.0,B
201019043M,1.0,1.0,389681.0,1.0,C
